WH,WH-Bigram,WH-POS,WH-NBOR-POS,Root-POS,Class
what,what \'s,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,ENTY
which,which is,WDT,VBZ,VBZ,ENTY
who,who said,WP,VBD,VBD,HUM
where,where is,WRB,VBZ,VBN,LOC
how,how many,WRB,JJ,VBN,NUM
how,how many,WRB,JJ,VBP,NUM
what,what age,WP,NN,VBZ,NUM
how,how do,WRB,VBP,VB,DESC
what,what city,WDT,NN,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what two,WP,CD,VBN,LOC
what,what new,WDT,JJ,VBP,ENTY
what,what name,WP,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what u.s.,WP,NNP,VBN,LOC
how,how many,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what day,WDT,NN,VBN,NUM
where,where can,WRB,MD,VB,LOC
who,who was,WP,VBD,VBD,HUM
how,how do,WRB,VBP,VB,DESC
who,who \'s,WP,VBZ,VBN,HUM
what,what tv,WP,NN,VBD,HUM
who,what is who became,WP,VBD,VBZ,HUM
what,what are,WP,VBP,VBP,ENTY
what,what chilean,WP,JJ,VBN,HUM
what,what was,WP,VBD,VBD,NUM
,,,,VB,HUM
why,why do,WRB,VBP,VBP,DESC
what,what are,WP,VBP,VBP,ENTY
what,what are,WP,VBP,VBP,HUM
what,what are,WP,VBP,VBP,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,ABBR
what,what is,WP,VBZ,VBZ,LOC
what,what lake,WP,NN,VBZ,LOC
what,what game,WDT,NN,VBZ,ENTY
how,how much,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what cable,WP,NN,NNS,HUM
how,how many,WRB,JJ,VBP,NUM
what,what have,WP,VBP,VB,DESC
which,which comic,WDT,JJ,VBN,ENTY
what,what product,WDT,NN,VBZ,ENTY
what,what else,WP,RB,VBD,DESC
when,why do when they when they,WRB,PRP,VB,DESC
how,how many,WRB,JJ,VBZ,NUM
what,what are,WP,VBP,VBP,ENTY
when,when did,WRB,VBD,VB,NUM
how,how many,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBN,DESC
what,what became,WP,VBD,VBD,ENTY
how,how did,WRB,VBD,VBP,DESC
where,where is,WRB,VBZ,VBZ,ENTY
what,what president,WP,NNP,VBN,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what are,WP,VBP,VBP,LOC
who,who won,WP,VBD,VBD,HUM
what,what five,WP,CD,VBP,ENTY
what,what year,WDT,NN,VBD,NUM
that,what is that is,WDT,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what hungarian,WDT,JJ,VBD,HUM
how,how many,WRB,JJ,VB,NUM
what,what was,WP,VBD,VBD,ENTY
what,what \'s,WP,VBZ,VBZ,LOC
how,how do,WRB,VBP,VB,DESC
how,how was,WRB,VBD,VBD,DESC
what,what newspaper,WDT,NN,VBZ,ENTY
what,what year,WDT,NN,VBN,NUM
how,how does,WRB,VBZ,NN,DESC
what,what spice,WDT,NN,VB,ENTY
who,who directed,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,ENTY
who,what is who mistakenly,WP,RB,VBZ,HUM
what,what is,WP,VBZ,VBZ,ABBR
how,how do,WRB,VBP,VB,DESC
,,,,VBN,HUM
what,what high,WDT,JJ,VB,HUM
what,what animal,WDT,NN,VBZ,ENTY
what,what film,WDT,NN,VBN,ENTY
why,why do,WRB,VBP,VB,DESC
which,which soft,WDT,JJ,VBZ,ENTY
what,what television,WDT,NN,VBD,HUM
what,what country,WP,NN,VBZ,LOC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what italian,WP,JJ,VBD,HUM
what,what city,WDT,NN,VBZ,LOC
what,who said what contemptible,WP,JJ,VBD,HUM
what,what \'s,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,DESC
what,what president,WDT,NN,VBD,HUM
where,where does,WRB,VBZ,VB,LOC
what,what continent,WDT,NN,VBZ,LOC
when,how do when building,WRB,VBG,VB,DESC
what,what was,WP,VBD,VBD,DESC
what,what food,WDT,NN,VB,ENTY
what,what was,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what park,WDT,NN,VBZ,LOC
what,what \'s,WP,VBZ,VBZ,LOC
what,what new,WP,NNP,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what county,WDT,NN,VBZ,LOC
how,how do,WRB,VBP,VB,DESC
how,how much,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
how,how does,WRB,VBZ,VB,DESC
what,what are,WP,VBP,VBN,ENTY
how,how long,WRB,RB,RB,NUM
what,what city,WDT,NN,VBD,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what month,WDT,NN,VBN,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what soft,WDT,JJ,VBZ,ENTY
what,what oldtime,WDT,NN,VBD,ENTY
what,what soft,WP,JJ,VBZ,ENTY
what,what does,WP,VBZ,VBP,ABBR
what,what tennis,WDT,NN,VBN,ENTY
what,what does,WP,VBZ,VBZ,ENTY
how,how much,WRB,JJ,VBN,NUM
what,what desert,WDT,NN,NNS,LOC
what,what are,WP,VBP,VBP,ENTY
what,what kinds,WDT,NNS,VBP,ENTY
what,what south,WDT,JJ,VBD,HUM
what,what american,WDT,JJ,VBD,HUM
what,what do,WP,VBP,VBP,DESC
what,what john,WP,NNP,VBZ,ENTY
what,what date,WDT,NN,VBD,NUM
where,where are,WRB,VBP,VBP,LOC
how,how many,WRB,JJ,VBP,NUM
what,what \'s,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
where,where can,WRB,MD,VB,LOC
how,how come,WRB,VBP,VB,DESC
what,what reason,WDT,NN,VB,DESC
how,how far,WRB,RB,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what disease,WDT,NN,VBZ,ENTY
where,where did,WRB,VBD,VBP,LOC
where,where was,WRB,VBD,VBN,LOC
what,what happens,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
that,that controls,WDT,VBZ,VB,ENTY
how,how many,WRB,JJ,VBG,NUM
where,where did,WRB,VBD,VB,LOC
what,what common,WP,JJ,VBP,ENTY
what,what film,WDT,NN,VBD,ENTY
what,what disease,WDT,NN,VB,ENTY
what,what card,WDT,NN,VBZ,HUM
what,how do what cities,WP,NNS,VB,DESC
what,what can,WP,MD,VBP,ENTY
how,how many,WRB,JJ,VBP,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what cigar,WDT,NN,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
what,what bread,WDT,NN,VBD,HUM
who,who was,WP,VBD,VBD,HUM
,,,,VBN,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what group,WDT,NN,VBD,HUM
what,what was,WP,VBD,VBD,LOC
what,what buxom,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
how,how does,WRB,VBZ,NN,DESC
what,what does,WP,VBZ,NN,DESC
how,how far,WRB,RB,VBZ,NUM
what,what new,WP,NNP,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what garment,WDT,NN,VBN,ENTY
who,who first,WP,RB,VBD,HUM
how,how do,WRB,VBP,VB,DESC
how,how many,WRB,JJ,VBP,NUM
what,what \'s,WP,VBZ,VBN,ENTY
what,what new,WDT,JJ,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
where,where do,WRB,VBP,VBP,LOC
how,how long,WRB,RB,VB,NUM
what,what role,WDT,NN,VB,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
how,how is,WRB,VBZ,VBN,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how do,WRB,VBP,VB,DESC
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what pulitzer,WP,NNP,VBD,HUM
how,how many,WRB,JJ,VBN,NUM
how,how is,WRB,VBZ,VBN,DESC
what,what was,WP,VBD,VBD,ENTY
what,what does,WP,VBZ,VB,DESC
how,how many,WRB,JJ,VBZ,NUM
how,how many,WRB,JJ,VBN,NUM
what,what happened,WP,VBD,VBD,DESC
what,what erica,WP,NNP,NNS,ENTY
what,what time,WDT,NN,VB,NUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
when,when is,WRB,VBZ,VBZ,NUM
what,what four,WP,CD,VBP,ENTY
what,what 1964,WP,CD,VBD,ENTY
who,who recorded,WP,VBD,VBD,HUM
that,what is that faces,WDT,VBZ,VBZ,ENTY
what,what ?,WP,.,VBZ,ENTY
what,what does,WP,VBZ,VB,ENTY
who,who is,WP,VBZ,VBZ,HUM
how,how do,WRB,VBP,VB,DESC
how,how far,WRB,RB,VB,NUM
what,what time,WDT,NN,VBZ,NUM
what,what does,WP,VBZ,VB,DESC
when,when was,WRB,VBD,VBN,NUM
what,what are,WP,VBP,VBP,DESC
what,what baseball,WDT,NN,VBN,HUM
what,what famous,WDT,JJ,VBZ,HUM
what,what were,WP,VBD,VBD,ENTY
why,why is,WRB,VBZ,VBD,DESC
what,what is,WP,VBZ,VBZ,ENTY
when,when did,WRB,VBD,VB,NUM
who,who was,WP,VBD,VBD,HUM
what,what percentage,WDT,NN,VBP,NUM
what,what labor,WDT,NN,VBN,HUM
when,when did,WRB,VBD,VB,NUM
what,what motto,WDT,NN,VBD,DESC
who,who reports,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VBD,NUM
what,what was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
that,what \'s that advertises,WDT,VBZ,VBZ,ENTY
who,who sent,WP,VBD,VBD,HUM
what,what color,WDT,NN,VBZ,ENTY
what,what u.s.,WP,NNP,VBD,HUM
what,what u.s.,WP,NNP,VBD,HUM
what,what was,WP,VBD,VBD,HUM
how,how do,WRB,VBP,NN,DESC
how,how does,WRB,VBZ,VB,DESC
what,what \'s,WP,VBZ,VBZ,HUM
what,what was,WP,VBD,VBD,DESC
what,what is,WP,VBZ,VBZ,DESC
why,why did,WRB,VBD,VBP,DESC
what,what day,WDT,NN,VBD,NUM
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBN,DESC
who,who are,WP,VBP,VBP,HUM
who,who won,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
what,what broadway,WP,NNP,VBD,ENTY
who,who portrayed,WP,VBD,VBD,HUM
why,why is,WRB,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
where,when superman where does,WRB,VBZ,VB,LOC
how,how old,WRB,JJ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,ENTY
whose,what is whose song,WP$,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who claimed,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
how,how do,WRB,VBP,VB,DESC
where,where can,WRB,MD,VB,LOC
when,when did,WRB,VBD,VBP,NUM
what,what kind,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
how,how was,WRB,VBD,VBN,DESC
what,what are,WP,VBP,VBP,ENTY
what,what ?,WP,.,VBZ,ENTY
what,what do,WP,VBP,VB,ENTY
what,what canal,WDT,NN,NN,LOC
what,what american,WP,NNP,VBD,HUM
what,what are,WP,VBP,VBP,NUM
what,what \'s,WP,VBZ,VBZ,ENTY
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what are,WP,VBP,VBP,DESC
,,,,VB,HUM
why,why are,WRB,VBP,VBP,DESC
how,how long,WRB,RB,VB,NUM
how,how is,WRB,VBZ,VBZ,DESC
what,what did,WP,VBD,VB,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what harmful,WP,JJ,VBP,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what did,WP,VBD,VBP,DESC
where,where did,WRB,VBD,VBP,LOC
how,how did,WRB,VBD,VB,DESC
what,what \'s,WP,VBZ,VBZ,NUM
what,what percentage,WDT,NN,VBP,NUM
how,how much,WRB,JJ,VB,NUM
how,how many,WRB,JJ,VBP,NUM
who,who portrayed,WP,VBD,VBD,HUM
that,what are that fit,WDT,VBP,VBP,NUM
who,who was,WP,VBD,VBD,HUM
what,what does,WP,VBZ,NN,ENTY
who,who was,WP,VBD,VBD,HUM
what,what shampoo,WDT,NN,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
where,where do,WRB,VBP,VB,LOC
who,who is,WP,VBZ,VBZ,HUM
what,what was,WP,VBD,VBD,ENTY
which,which latin,WDT,JJ,VBZ,LOC
what,what was,WP,VBD,VBD,LOC
how,how many,WRB,JJ,VBZ,NUM
how,how tall,WRB,JJ,VBZ,NUM
who,who was who represented,WP,VBD,VBD,HUM
what,what country,WP,NN,VBZ,LOC
what,what country,WDT,NN,VBZ,LOC
what,what did,WP,VBD,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
which,which of,WDT,IN,VBN,HUM
what,what is,WP,VBZ,VBZ,NUM
where,where is,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
how,how do,WRB,VBP,NN,DESC
what,what magazine,WDT,NN,VBD,ENTY
what,what is,WP,VBZ,VBZ,NUM
who,who wrote,WP,VBD,VBD,HUM
what,what animal,WDT,NN,VBD,ENTY
what,what number,WDT,NN,VBZ,NUM
which,which team,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what film,WDT,NN,VBD,ENTY
whom,whom ?,WP,.,VBN,HUM
what,what country,WDT,NN,VBD,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what tv,WP,NN,VBD,ENTY
who,who was who gained,WP,VBD,VBD,HUM
how,how is,WRB,VBZ,VBN,DESC
what,what is,WP,VBZ,VBZ,ABBR
who,who was,WP,VBD,VBD,HUM
what,what operating,WP,VBG,VBP,ENTY
what,what french,WDT,JJ,VBD,HUM
what,what bay,WDT,NN,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what famed,WP,JJ,VBZ,LOC
how,how is,WRB,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what player,WDT,NN,VBZ,HUM
what,what \'s,WP,VBZ,VBZ,HUM
what,how many what \'s,WP,VBZ,VBD,NUM
what,what is,WP,VBZ,VBZ,NUM
who,who wrote,WP,VBD,VBD,HUM
where,where can,WRB,MD,VB,LOC
who,who was,WP,VBD,VB,HUM
what,what tv,WDT,NN,VB,ENTY
who,who is,WP,VBZ,VBZ,HUM
who,who holds,WP,VBZ,VBZ,HUM
which,which of,WDT,IN,WDT,HUM
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,how many who are,WP,VBP,VBD,NUM
when,when did,WRB,VBD,VB,NUM
what,what was,WP,VBD,VBN,ENTY
what,what comedian,WDT,NN,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
what,what erupts,WP,VBZ,VBZ,LOC
what,what country,WP,NN,VBZ,LOC
what,what are,WP,VBP,VBP,HUM
who,who retired,WP,VBD,VBD,HUM
what,what constellation,WDT,NN,VBZ,LOC
who,who developed,WP,VBD,VBD,HUM
how,how long,WRB,RB,NN,NUM
what,what \'s,WP,VBZ,VBZ,NUM
what,what group,WDT,NN,VBD,HUM
what,what made,WP,VBD,VBD,DESC
what,what age,WP,NN,VB,NUM
what,what russian,WDT,JJ,VBZ,LOC
,,,,VB,HUM
how,how old,WRB,JJ,VBD,NUM
what,what can,WP,MD,VBN,DESC
what,what rocky,WP,NNP,VBZ,LOC
who,who is,WP,VBZ,VBZ,HUM
who,who portrayed,WP,VBD,VBD,HUM
what,what does,WP,VBZ,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what gate,WDT,NN,VBD,LOC
who,who was,WP,VBD,VBD,HUM
what,what made,WP,VBD,VBD,DESC
what,what movie,WP,NN,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
who,who killed,WP,VBD,VBD,HUM
who,who created,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,LOC
why,why does,WRB,VBZ,VB,DESC
what,what chemical what exactly,WP,RB,VBZ,ENTY
how,how does,WRB,VBZ,NN,DESC
how,how big,WRB,JJ,VBZ,NUM
what,what product,WDT,NN,VBZ,ENTY
when,when is,WRB,VBZ,VBZ,NUM
what,what son,WDT,NN,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what brand,WDT,NN,VBP,ENTY
who,who gave,WP,VBD,VBD,HUM
what,what effect,WDT,NN,VB,DESC
what,what did,WP,VBD,VBP,HUM
what,what 4-foot-9,WP,CD,VBD,HUM
who,who shot,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBG,DESC
what,what mormon,WP,NNP,VBN,HUM
what,what video,WDT,NN,VBD,ENTY
where,where did,WRB,VBD,VBN,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what \'s,WP,VBZ,VBZ,LOC
how,how many,WRB,JJ,NNS,NUM
where,where is,WRB,VBZ,VBZ,LOC
whom,whom did,WP,VBD,VB,HUM
what,what country,WDT,NN,VBD,LOC
that,what is that is,WDT,VBZ,VBZ,NUM
what,what pillar,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,HUM
who,who played,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what mythical,WDT,JJ,VBZ,HUM
how,how much,WRB,JJ,VBZ,NUM
why,why didn,WRB,VBP,VBN,DESC
what,what natural,WDT,JJ,VBP,LOC
what,what presidential,WDT,JJ,VBD,HUM
how,how many,WRB,JJ,VB,NUM
how,how long,WRB,RB,VB,NUM
how,how do,WRB,VBP,VB,DESC
which,which of,WDT,IN,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how do,WRB,VBP,VB,DESC
what,what international,WDT,JJ,VBN,ENTY
what,what river,WDT,NN,VBZ,LOC
what,what famous,WDT,JJ,VBD,HUM
what,what does,WP,VBZ,VB,DESC
what,what company,WDT,NN,VBZ,HUM
what,what country,WDT,NN,VBG,LOC
what,what does,WP,VBZ,VB,DESC
what,what country,WDT,NN,VBD,LOC
what,what is,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VBP,NUM
what,what are,WP,VBP,VBP,ENTY
that,who is that won,WDT,VBD,VBZ,HUM
which,which glamorous,WDT,JJ,VBZ,HUM
what,what 1956,WP,CD,VBD,ENTY
,,,,VB,HUM
how,how old,WRB,JJ,VBZ,NUM
what,what president,WP,NNP,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what north,WP,JJ,VB,LOC
when,when was,WRB,VBD,VBN,NUM
where,where can,WRB,MD,VB,LOC
what,what writer,WDT,NN,VBD,HUM
what,what u.s.,WP,NNP,VBZ,LOC
what,what are,WP,VBP,VBP,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what baseball,WDT,NN,VBD,HUM
what,what international,WDT,JJ,NN,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who \'s,WP,POS,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what were,WP,VBD,VBG,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what city,WDT,NN,VBZ,LOC
what,what interesting,WP,JJ,VBN,ENTY
what,what are,WP,VBP,VBP,ENTY
what,what english,WDT,JJ,VBN,HUM
who,who did,WP,VBD,VB,HUM
how,how fast,WRB,RB,NN,NUM
what,what apostle,WDT,NN,VBZ,HUM
how,how many,WRB,JJ,VBP,NUM
what,what anesthetic,WP,VBD,VB,ENTY
what,what element,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
which,which one,WDT,CD,VBZ,LOC
what,what is,WP,VBZ,VBZ,ABBR
what,what company,WDT,NN,VBZ,HUM
what,what u.s.,WP,NNP,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
which,which sport,WDT,NN,VBZ,ENTY
what,what are,WP,VBP,VBP,ENTY
what,what nationality,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
how,how did,WRB,VBD,VBP,DESC
which,which side,WDT,NN,VBD,ENTY
where,where are,WRB,VBP,VBP,LOC
how,how many,WRB,JJ,VBN,NUM
who,what is who know,WP,VBP,VBZ,ENTY
when,when was,WRB,VBD,VBD,NUM
what,what new,WP,NNP,VBZ,LOC
where,where is,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,NUM
which,which rockefeller,WDT,NNP,VBN,HUM
when,when is,WRB,VBZ,VBZ,NUM
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,NUM
whom,whom did,WP,VBD,VB,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what ?,WP,.,VBN,ENTY
when,what started when gold,WRB,NN,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,LOC
what,what country,WDT,NN,VBD,LOC
how,how does,WRB,VBZ,VB,DESC
what,what two,WP,CD,VBN,LOC
what,what does,WP,VBZ,VB,DESC
who,who taught,WP,VBD,VBD,HUM
where,where did,WRB,VBD,VBP,LOC
how,how far,WRB,RB,VBZ,NUM
what,what famous,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who famously,WP,RB,VBD,HUM
what,what is,WP,VBZ,VBN,ABBR
,,,,VB,ENTY
what,what blew,WP,VBD,VBD,ENTY
who,who commanded,WP,VBD,VBD,HUM
when,where can that burned when new,WRB,JJ,VB,LOC
what,what countries,WDT,NNS,VBP,LOC
what,what ill,WP,RB,VBN,ENTY
when,when did,WRB,VBD,VB,NUM
how,how many,WRB,JJ,VBP,NUM
how,how many,WRB,JJ,VBP,NUM
what,what eastern,WDT,JJ,VBD,LOC
what,what are,WP,VBP,VBP,LOC
when,who led when konrad,WRB,NNP,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VB,NUM
what,what color,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what terror,WDT,NN,VB,ENTY
what,what is,WP,VBZ,VBZ,LOC
who,who turned,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
who,who plays,WP,VBZ,VBZ,HUM
what,what country,WP,NN,VB,LOC
who,who was,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
what,what \'s,WP,VBZ,VBZ,ENTY
how,how long,WRB,RB,VB,NUM
what,what two,WP,CD,VBD,LOC
who,who was,WP,VBD,VBD,HUM
which,which dates,WDT,VBZ,VBZ,NUM
who,what was who represented,WP,VBD,VBD,HUM
what,what happens,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what actress,WDT,NN,VBN,HUM
how,how many,WRB,JJ,VBD,NUM
how,how did,WRB,VBD,VBN,DESC
who,who lived,WP,VBD,VBD,HUM
what,what did,WP,VBD,VB,ENTY
what,what country,WDT,NN,VB,LOC
what,what colors,WP,NNS,VBP,ENTY
what,what war,WDT,NN,VB,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,HUM
what,what square,WDT,NN,VBZ,LOC
which,which of,WDT,IN,VB,HUM
what,what is,WP,VBZ,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,NUM
what,what does,WP,VBZ,VB,ABBR
what,what famed,WDT,JJ,VBN,ENTY
what,what instrument,WP,NN,VBN,ENTY
where,where did,WRB,VBD,VB,LOC
what,what was,WP,VBD,VBD,DESC
how,how does,WRB,VBZ,VBP,DESC
what,what food,WDT,NN,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who should,WP,MD,VB,HUM
how,how many,WRB,JJ,VBP,NUM
when,what u.s. when his,WRB,PRP$,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,DESC
how,how many,WRB,JJ,VBD,NUM
what,what kind,WDT,NN,VBZ,ENTY
what,what state,WDT,NN,VB,LOC
what,what was,WP,VBD,VBD,HUM
what,what steps,WDT,NNS,VBN,DESC
what,what were,WP,VBD,VBD,DESC
what,what year,WDT,NN,VBN,NUM
what,what country,WP,NN,VBZ,LOC
what,what film,WDT,NN,VBD,ENTY
who,who portrayed,WP,VBD,VBD,HUM
what,what were,WP,VBD,VBD,ENTY
which,which college,WDT,NN,VB,HUM
what,what is,WP,VBZ,VBZ,ENTY
where,where did,WRB,VBD,VBN,DESC
why,why does,WRB,VBZ,VB,DESC
how,how much,WRB,JJ,VBP,NUM
what,what country,WDT,NN,VB,LOC
what,what month,WDT,NN,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
who,who built,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what african,WDT,JJ,VBN,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what mediterranean,WP,NNP,VBZ,LOC
what,what does,WP,VBZ,NN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,ENTY
when,when was,WRB,VBD,VBN,NUM
what,what building,WP,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what william,WP,NNP,VBN,ENTY
who,who was,WP,VBD,VBD,HUM
how,how do,WRB,VBP,VB,DESC
who,who is,WP,VBZ,VBN,HUM
how,how do,WRB,VBP,VB,DESC
when,what future when he,WRB,PRP,VBG,HUM
how,how long,WRB,RB,VBN,NUM
what,what u.s.,WP,NNP,NNS,LOC
where,where is,WRB,VBZ,VBN,LOC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what did,WP,VBD,VB,ENTY
who,who sued,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what lewis,WP,NNP,VBD,ENTY
who,who wrote,WP,VBD,VBD,HUM
what,what state,WDT,NN,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
who,who wrote,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
how,how does,WRB,VBZ,NN,DESC
what,what causes,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what u.s.,WP,NNP,VBZ,LOC
what,what british,WDT,JJ,VBD,HUM
what,what according,WP,VBG,VBZ,DESC
who,who created,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,HUM
